-1.824656556,-0.013491519,-0.342093301,-1.283764909,-0.955201974,0.846917019,0.394334873,-0.619384827,4.083427683,-0.668382508,-1.049526604,1.195150808,0.420545983,-0.128193819,-0.121283672,-1.275596339,1.271622154,-2.243200766,0.276804066,-1.570347576,-1.8212386,-2.551114908,-0.476898315,-0.144886007,0.169806845,-0.537328481,1.862681814,-1.028332001,-0.332651298,0.545561883,-0.508649266,0.076685528,1.897674041,-2.01586466,0.074581178,-2.748771964,0.429846156,2.143314258,-0.266971986,0.399878924,-0.925920074,-1.522636977,-0.154767937,-1.78752669,0.391571324,-1.992859848,-0.572095526,0.394529637,0.631887268,-0.818620988,-0.773669685,-1.709664226,Plasma_Membrane
-1.304689559,-1.389837068,-1.028514028,-1.331514109,-2.180198211,-0.371751095,-0.604124779,-0.560778391,-0.14318435,-1.008308433,-0.964699549,-2.918806686,-1.093182697,-1.506068927,-0.397161583,-0.621471644,-1.739965063,0.068800311,-0.83149783,-1.108725925,0.843330282,-1.086869237,-0.464734482,-1.259676568,-1.009798168,-0.940436296,-0.916274244,0.708731329,0.008949774,-0.900316866,-0.902737367,1.229932527,1.09611605,-0.681402867,0.210501144,-1.932759572,1.264771979,0.300146554,-2.656687673,0.792299707,-0.357804031,-0.262750022,-1.111571359,-1.771926743,0.851792705,-2.02038478,-0.499651975,-0.139542731,-0.103837404,7.197636394,-1.547331449,-0.264055549,Plasma_Membrane
-1.188866198,1.21883121,-0.190178984,-2.18440178,-0.41273924,-0.510835082,2.620099731,0.763318788,-1.038025343,-0.692353156,-1.442537764,-0.01757305,-0.211839628,-1.68756627,0.953076701,-0.758093441,-0.882019198,-0.580018332,1.138996959,-1.209878015,-1.520818389,0.824364994,-0.90640666,-0.729424352,-1.142161632,-0.581166423,-1.684294352,0.317814393,-0.757761184,-0.141006918,-1.395419477,-1.770820916,-2.427834932,-1.262973068,-0.836983169,1.079511234,1.210216344,-0.682650808,-1.156960869,-0.470402507,-1.987976706,-0.926621683,1.454235615,-1.255912787,6.526068327,-1.017046603,-0.769801914,-0.785949786,-1.353657458,-0.10149621,-0.404660187,-0.420552937,Mitochondria
-0.949631985,-0.124061465,-1.440376568,-0.433265447,-1.848013482,-0.878500801,-0.937438026,-0.693523808,1.627154333,-0.99195899,-1.110599373,-0.159327604,1.783461864,-0.522501772,0.918275623,-1.622598894,0.996693115,-2.109634775,-0.097401091,0.430854299,0.282156397,-0.822966061,-0.84568169,2.570378732,1.090045038,-1.656609111,0.458986363,-1.211867742,-0.647527132,-1.139145301,2.114748185,0.400415379,1.66680917,-2.036912325,-0.255038991,-2.187336007,2.120424545,2.052437423,-1.172507467,2.511552125,-0.005679216,-0.404108585,-0.824762971,-1.006473904,-1.737900228,-1.33397072,-0.794624337,0.15295976,0.08449294,-0.815837636,-1.155031907,-0.725400067,Plasma_Membrane
-0.750772351,-0.570588063,-0.073048759,-2.64118677,-0.233052796,-0.879365623,1.438023369,-0.064915035,-0.700694277,-0.614848507,0.184277161,-0.348333436,1.880425495,0.216628966,-0.063087873,-0.906631994,0.107075692,-0.619504671,0.849073941,-0.723054956,-0.996299276,0.262324945,-0.305698959,-1.009230061,2.015851318,-0.5338334,-0.211216234,-0.873319754,-0.390699545,-0.711130462,0.213486334,-0.880576307,-0.135258745,-0.431003448,-0.375492535,-1.057183076,0.484680292,-0.66657394,1.40233788,-0.343018925,-0.438547286,-0.38333456,-1.225058653,-0.100147696,-1.128933008,-0.134069378,-0.36997909,-0.947513267,-1.239246865,0.231528278,-0.123887255,-0.862679951,Microtubules
-0.649556655,-1.152052977,0.217164997,0.178516064,-0.257950613,-0.782612046,0.491739932,-0.552193031,-0.334989621,-0.850458346,-0.540713925,-0.596062573,0.870923486,-1.352576102,0.946666816,-0.238365985,0.144603004,-0.85017782,0.673252982,-0.314949298,-0.865787489,-1.002498523,-0.545972535,1.053299739,1.355380299,0.353978253,-0.256390737,1.093370569,-0.493326743,-2.786569233,-2.383472264,-0.714471864,-0.382629705,-0.141487567,0.317809626,-2.220532162,0.690005302,0.062710472,-0.752836467,-1.015823183,-0.365996258,3.789559439,-1.004195544,0.287853439,-1.536400291,-0.462741548,-1.486430216,0.092928059,-0.567063077,-0.472987023,-0.898145809,-2.670119046,Mitochondria
-0.316878162,1.685436645,-0.484004017,-0.511522938,-1.008949165,-1.100440868,2.31047213,-0.207328196,0.012648997,-0.182260272,-0.086542095,0.772009061,1.18137689,-0.234101847,0.687517731,-1.649715025,-1.343293069,-0.432676693,1.277723895,1.914877651,-1.283352071,0.37449921,-0.077597422,1.456703362,0.775948588,-0.250773856,-0.101904609,0.16130964,-0.892207718,-0.598498549,-1.356504418,-0.200969876,-0.958531822,-1.434716155,-2.281422193,-0.234842218,0.903414569,-0.152861353,0.417197426,0.159118255,-1.695702956,-0.95260803,-2.048582482,-1.098551904,-0.049640223,-2.048017508,-0.244279026,-1.230999166,-0.459835817,-0.603732789,-0.681369638,-0.696336606,Plasma_Membrane
-0.249783274,-0.652883111,-0.721671882,-0.001018659,-1.40506713,0.728730983,-0.067795198,-0.088399896,-0.952024423,-0.726464293,-1.45220873,0.124401746,0.984302431,0.310238559,0.727228893,-1.834186329,-0.653335989,-1.278639565,0.354635678,-1.299330337,0.227427525,-0.705026738,-0.065838034,-0.530082065,0.67143409,-0.16737681,-1.359875164,-0.117708748,0.106803566,-0.857991936,-1.364947218,-1.19085217,0.528416983,-0.540931969,-0.03665108,0.722690473,1.522548289,0.867418099,-0.694890998,-0.322364274,0.402889789,0.256640529,1.267286954,-0.486092467,-0.911929937,-0.832432203,-0.484659442,-1.078269566,-1.264746308,-0.481842454,-1.005388458,0.329351067,Plasma_Membrane
3.497451849,-0.90595457,7.054983222,2.307954105,0.232119918,0.737709323,-0.734877315,3.250957761,1.222255336,-1.019248387,1.617854996,1.48261427,-1.27474986,3.535191794,-1.732728799,1.054557018,-0.778311316,0.800849938,-1.634391105,-0.400789155,-0.801760652,-0.221727894,-0.552125675,-0.4320429,-0.480608771,0.606255057,2.414388043,-0.29846991,-0.473236559,-0.989479991,-0.014349703,3.322751879,1.404018537,1.972624426,-2.167766432,-0.827623422,-0.199286208,1.189657616,1.370903006,2.6433009,1.526072766,0.781783579,-0.41309134,0.322201483,0.175055465,0.892900383,-1.009961814,0.54456829,1.578380577,0.065063054,0.587074913,-0.442504068,Endosomes
0.475781487,-0.609275865,1.490376607,-0.265874734,0.46562084,1.117222697,0.745074547,1.14154239,0.37937163,0.939500076,0.530101375,-1.22303748,1.084116292,0.360445876,-0.979913075,-0.784261878,0.210421884,0.766668683,-0.521357654,-0.200436444,0.871500345,-0.016030192,1.014217692,-0.115298399,0.307548892,0.865613236,-0.062501908,-1.64067085,-0.43148288,0.570860984,0.335118592,0.651250894,1.739594752,0.830268165,-0.835777285,-0.132286392,-1.105528937,-0.762188112,2.320465486,0.946882814,1.404480283,-1.320850838,1.832658931,0.256424851,-0.728301591,0.774039245,1.596706105,-0.396701574,-1.147105668,-0.113171823,1.625533515,-0.410479249,Lysosome
-1.589897662,-0.791875622,-1.362720037,-0.555575572,-0.787223178,-1.639142046,-1.329629895,-0.738673113,-0.483040615,-1.075809993,-1.46540848,-0.355977849,0.077796131,-1.055918779,-1.737869733,-1.519430017,-0.559656494,-1.353855893,0.21389953,-0.99149218,-0.794904885,-0.144497241,-0.704242542,0.017900938,-0.910589049,-1.669301752,-0.013438977,-0.211045236,-1.116751235,-3.387559523,-0.003819991,-0.833881722,0.747569392,-0.093513331,1.042955223,5.511799987,0.548951738,-0.079299718,-2.231958428,-0.095920494,-1.642489873,0.755676192,-0.113867272,-1.012094318,1.237423362,-0.76754876,-0.719342956,-0.213385451,-0.819505581,-0.467351653,-0.9659224,-0.132734196,Actin
-1.145955304,-0.541623733,-0.491713558,-0.719113565,1.167830652,0.258115644,-0.786084897,-0.762522881,-1.799041683,-0.700784043,-0.866800434,-0.498441283,1.740138808,-0.214935027,-1.685633826,-0.724501427,-0.598528383,-0.577973066,0.780621784,-0.897835917,-0.430722332,0.693634494,-0.427490954,0.923733582,-0.381055998,-0.165276545,-0.289796915,-0.23445889,-0.583009182,-3.014174219,-1.289972916,-0.965270739,-1.349907288,-0.772420574,0.977128548,1.056680951,-0.065995437,-0.674163493,2.237839905,-1.012198672,-0.235185407,-1.055817539,-0.803701745,0.690702249,0.65344681,-0.107889582,-0.465580476,-1.329478567,-0.791150851,4.456875647,-1.71263466,-1.025671083,Microtubules
-0.770223792,-0.154697122,-0.05660595,-0.611977432,-0.356020462,4.258014828,0.504304508,-0.066581553,-1.013204793,-0.425397645,-1.758130412,-0.629937912,1.670982197,-2.187577296,-1.814819636,0.474752995,-0.058597705,0.198096134,1.207586715,-0.853684428,1.190250922,1.048068531,0.686903713,-0.994064387,-0.187255271,-0.582027514,-0.792199622,0.888134858,0.323643169,-1.006197018,1.834490476,-0.514594479,-1.198065661,-1.669620717,-0.33926879,-1.427484674,-0.266150186,-0.671213659,1.101469359,-0.73885344,-1.952283561,-0.432539712,-0.404242155,-0.822533177,-1.300043991,-1.954260099,-0.218944671,-0.896148233,-0.473618101,1.611429433,-0.320558442,-1.116864006,Mitochondria
-0.429399694,0.556909507,-0.509758692,-0.750472039,-0.669618028,-1.058345599,0.006413787,0.20056873,-0.982652903,-0.453280267,-0.592127871,-1.18171071,0.003858542,-0.574163983,-0.478240666,0.842076393,-0.377908771,-0.656376315,1.339186161,-0.369814153,1.131871412,2.72631621,0.052073111,-1.056593648,-0.71750618,-0.549683107,-0.91957259,-0.180994715,-0.19515511,8.552132081,1.204399425,-1.747734034,-0.992963189,-1.063413388,0.688964505,2.404688769,0.498341567,-1.474133952,-0.300565142,-1.010755388,-0.194354743,1.31815265,-0.390565205,-0.353590185,2.446478397,-0.527967334,-0.694382804,0.039875444,-1.136021575,1.99646662,-0.424575902,2.203936446,Mitochondria
-0.624946102,-0.673843351,-0.360787046,0.293788217,-0.628100012,-0.638071627,-2.347951438,0.243282383,0.453086897,-0.555666786,-1.146484397,-0.241335786,-0.83330936,-0.870366007,-0.442677251,-0.777774734,-1.571676142,-0.197612762,0.407890301,-0.234881333,-1.264296708,-0.401736819,-0.128850684,-0.335600482,0.238357731,-0.174102844,-0.486275464,-0.901292888,3.080946174,0.457194856,0.109224534,-0.062238746,0.525307704,0.281507059,1.3075577,-0.213403322,0.03128387,-0.375780946,-1.957933538,-0.20850535,-0.803651006,-0.197683829,0.145924641,0.243275305,1.132365016,0.493989685,-0.599897375,-0.014828108,-0.243761103,-2.178753039,-0.56886358,-1.26191118,Mitochondria
2.94037899,-0.051013128,-2.949029531,-0.118553075,-0.382938871,1.895757439,-0.761134942,2.456181995,0.491161908,2.246462757,1.860763887,-0.559717083,-0.144326737,1.485743139,-0.773326811,0.532376194,-1.126270763,-0.289582461,-1.719147962,-0.715029429,-0.307956625,-0.793496643,-0.434852759,-0.260792015,-1.196219078,-1.591731407,1.658363071,3.436511804,-1.033304811,-1.031001796,0.62795992,2.178731759,1.421810327,2.779551053,0.767913684,-0.196960337,-2.202874615,1.405751886,-0.289445472,1.339972123,0.344946507,-1.490304792,-0.10482869,-0.74297697,0.77118413,-0.990250457,0.184282646,1.675643673,0.790114599,-0.703321549,1.733130103,0.284271184,Endosomes
-0.398143926,-1.038619796,0.328177269,0.279306422,0.827332203,-2.198219025,1.584523776,-0.38229212,-2.107171079,-0.562796829,-0.442877985,0.668655012,-0.00894528,-1.197119119,-0.819878508,-0.745410294,0.498334009,-0.158325836,1.392132915,0.376356125,1.599278185,0.016484547,-0.415906513,-0.176577803,4.119822909,0.228849075,-1.026314552,-0.58198298,0.007145916,0.039644688,0.251429262,-1.094460946,-1.096997067,1.247235812,0.300034849,0.277650325,0.485494841,-1.396259991,0.11304563,-0.62100688,0.038660731,-0.827788476,-0.373176127,1.584384491,0.07105601,-0.56628616,-0.527451795,-0.521203225,-1.419690268,0.255940704,-0.145142632,0.361166374,Mitochondria
